Name,animal,pathogenicity
3758_AV19_fasta,1,1
1560_SS_332_fasta,1,1
8683_AZ_TG77134_fasta,1,1
1469_SS_224_fasta,1,1
9576_NC_STEC255_fasta,1,1
8737_SAMEA10420594416049438_fasta,1,1
9486_4606_fasta,1,1
8700_AZ_TG73559_fasta,1,1
8697_AZ_TG73451_fasta,1,1
1569_SS_345_fasta,1,1
9489_4935_fasta,1,1
1577_SS_360_fasta,1,1
3814_AV75_fasta,1,1
3794_AV55_fasta,1,1
7013_4777_fasta,1,1
4061_AV_b2_83_fasta,1,1
8749_VRES0523_fasta,1,1
8776_VRES0668_fasta,1,1
1474_SS_229_fasta,1,1
9487_4736_fasta,1,1
3829_AV90_fasta,1,1
8701_AZ_TG73603_fasta,1,1
7099_3403_fasta,1,1
8747_VRES0501_fasta,1,1
7107_3415_2_fasta,1,1
7020_5030_fasta,1,1
8693_AZ_TG73287_fasta,1,1
1478_SS_233_fasta,1,1
3793_AV54_fasta,1,1
3813_AV74_fasta,1,1
8688_AZ_TG71271_fasta,1,1
3735_AV07_fasta,1,1
8670_14M009387_fasta,1,1
3784_AV45_fasta,1,1
3767_AV28_fasta,1,1
8771_VRES0581_fasta,1,1
3749_AV11_fasta,1,1
3782_AV43_fasta,1,1
8756_VRES0533_fasta,1,1
3738_AV10_fasta,1,1
8703_AZ_TG73639_fasta,1,1
7036_3385_2_fasta,1,1
8654_53C_1_fasta,1,1
8772_VRES0582_fasta,1,1
1585_SS_374_fasta,1,1
3824_AV85_fasta,1,1
3799_AV60_fasta,1,1
8768_VRES0559_fasta,1,1
8686_AZ_TG71179_fasta,1,1
3734_AV06_fasta,1,1
8687_AZ_TG71187_fasta,1,1
3819_AV80_fasta,1,1
3805_AV66_fasta,1,1
8690_AZ_TG73123_fasta,1,1
3766_AV27_fasta,1,1
9482_7488_fasta,1,1
7018_4865_fasta,1,1
1583_SS_370_fasta,1,1
9507_6746_fasta,1,1
1578_SS_361_fasta,1,1
1559_SS_331_fasta,1,1
9539_Nordic_E117_fasta,1,1
1562_SS_334_fasta,1,1
9523_6848_fasta,1,1
1581_SS_367_fasta,1,1
8773_VRES0584_fasta,1,1
8695_AZ_TG73359_fasta,1,1
8755_VRES0532_fasta,1,1
8757_VRES0535_fasta,1,1
9491_5153_fasta,1,1
8775_VRES0667_fasta,1,1
3789_AV50_fasta,1,1
3809_AV70_fasta,1,1
3812_AV73_fasta,1,1
3792_AV53_fasta,1,1
3777_AV38_fasta,1,1
7015_4826_fasta,1,1
8753_VRES0529_fasta,1,1
9581_NC_STEC81_fasta,1,1
7108_3415_3_fasta,1,1
9484_3807_fasta,1,1
3778_AV39_fasta,1,1
1466_SS_221_fasta,1,1
1566_SS_340_fasta,1,1
1472_SS_227_fasta,1,1
3795_AV56_fasta,1,1
3815_AV76_fasta,1,1
8698_AZ_TG73499_fasta,1,1
3776_AV37_fasta,1,1
1582_SS_369_fasta,1,1
7033_3382_1_fasta,1,1
1550_SS_305_fasta,1,1
7110_3415_6_fasta,1,1
1549_SS_304_fasta,1,1
3733_AV05_fasta,1,1
1477_SS_232_fasta,1,1
9488_4931_fasta,1,1
7106_3415_12_fasta,1,1
9499_6182_fasta,1,1
3764_AV25_fasta,1,1
3828_AV89_fasta,1,1
8744_VREC0579_fasta,1,1
8752_VRES0528_fasta,1,1
9479_7464_fasta,1,1
1467_SS_222_fasta,1,1
9580_NC_STEC65_fasta,1,1
8649_897_fasta,1,1
8758_VRES0536_fasta,1,1
3821_AV82_fasta,1,1
1567_SS_343_fasta,1,1
3827_AV88_fasta,1,1
9578_NC_STEC41_fasta,1,1
8699_AZ_TG73523_fasta,1,1
7092_3391_fasta,1,1
9575_NC_STEC109_fasta,1,1
7098_3401_fasta,1,1
3731_AV03_fasta,1,1
9571_MOD1_EC3497_fasta,1,1
3737_AV09_fasta,1,1
1551_SS_306_fasta,1,1
8692_AZ_TG73191_fasta,1,1
9538_Nordic_E112_fasta,1,1
3826_AV87_fasta,1,1
1476_SS_231_fasta,1,1
1584_SS_373_fasta,1,1
7097_3400_fasta,1,1
8774_VRES0585_fasta,1,1
1548_SS_303_fasta,1,1
1563_SS_335_fasta,1,1
8743_VREC0540_fasta,1,1
1558_SS_330_fasta,1,1
8754_VRES0531_fasta,1,1
7017_4863_fasta,1,1
8685_AZ_TG60957_fasta,1,1
3831_AV92_fasta,1,1
3763_AV24_fasta,1,1
8770_VRES0580_fasta,1,1
8684_AZ_TG56219_fasta,1,1
9493_5155_fasta,1,1
3790_AV51_fasta,1,1
9467_7447_fasta,1,1
3810_AV71_fasta,1,1
6563_AV115_fasta,1,1
8681_AZ_TG77034_fasta,1,1
6560_AV112_fasta,1,1
1580_SS_364_fasta,1,1
9501_6184_fasta,1,1
3755_AV16_fasta,1,1
8702_AZ_TG73619_fasta,1,1
7109_3415_4_fasta,1,1
7014_4817_fasta,1,1
9508_6766_fasta,1,1
1556_SS_324_fasta,1,1
7034_3382_2_fasta,1,1
1554_SS_317_fasta,1,1
MIXD01000_fasta,0,0
DADOJI010000_fasta,0,0
DADRJW010000_fasta,0,0
DADRKD010000_fasta,0,0
DADRLD010000_fasta,0,0
MIWF01000_fasta,0,0
DADRLR010000_fasta,0,0
DADRKR010000_fasta,0,0
MIXI01000_fasta,0,0
MIVJ01000_fasta,0,0
DADRLM010000_fasta,0,0
DADRKM010000_fasta,0,0
MIVQ01000_fasta,0,0
DADRKW010000_fasta,0,0
MIXL01000_fasta,0,0
DADRLW010000_fasta,0,0
DADOJE010000_fasta,0,0
MIWC01000_fasta,0,0
DADRKH010000_fasta,0,0
DADRLH010000_fasta,0,0
MIVO01000_fasta,0,0
MIWN01000_fasta,0,0
DADRJM010000_fasta,0,0
DADRLA010000_fasta,0,0
DADRKA010000_fasta,0,0
MIWP01000_fasta,0,0
DADRMR010000_fasta,0,0
DADRJQ010000_fasta,0,0
DADRLB010000_fasta,0,0
DADRKB010000_fasta,0,0
MIXF01000_fasta,0,0
DADRJN010000_fasta,0,0
MIWI01000_fasta,0,0
DADRJX010000_fasta,0,0
DADRKK010000_fasta,0,0
DADRLK010000_fasta,0,0
MIWD01000_fasta,0,0
DADRKT010000_fasta,0,0
DADOJF010000_fasta,0,0
DADRLT010000_fasta,0,0
MIXK01000_fasta,0,0
DADRLN010000_fasta,0,0
DADRKN010000_fasta,0,0
MIVM01000_fasta,0,0
MIXP01000_fasta,0,0
MIVS01000_fasta,0,0
DADRLQ010000_fasta,0,0
MIXN01000_fasta,0,0
DADRKQ010000_fasta,0,0
MIWA01000_fasta,0,0
DADRKG010000_fasta,0,0
DADRLG010000_fasta,0,0
DADRMT010000_fasta,0,0
DADRKX010000_fasta,0,0
MIWL01000_fasta,0,0
DADRJK010000_fasta,0,0
MIWB01000_fasta,0,0
DADRMS010000_fasta,0,0
MIVP01000_fasta,0,0
MIXM01000_fasta,0,0
MIVN01000_fasta,0,0
DADRJL010000_fasta,0,0
DADRLI010000_fasta,0,0
DADRKI010000_fasta,0,0
MIWO01000_fasta,0,0
DADRKV010000_fasta,0,0
MIWQ01000_fasta,0,0
DADRKL010000_fasta,0,0
MIXE01000_fasta,0,0
DADRLL010000_fasta,0,0
DADRKS010000_fasta,0,0
DADRLS010000_fasta,0,0
MIXH01000_fasta,0,0
MIWG01000_fasta,0,0
DADRLE010000_fasta,0,0
DADRKE010000_fasta,0,0
MIVK01000_fasta,0,0
DADRKZ010000_fasta,0,0
MIVL01000_fasta,0,0
DADRKY010000_fasta,0,0
DADRJJ010000_fasta,0,0
DADRLF010000_fasta,0,0
DADRKF010000_fasta,0,0
MIVR01000_fasta,0,0
MIXO01000_fasta,0,0
DADRKP010000_fasta,0,0
DADRLP010000_fasta,0,0
DADRKO010000_fasta,0,0
DADRLO010000_fasta,0,0
MIWM01000_fasta,0,0
DADRKU010000_fasta,0,0
DADRJY010000_fasta,0,0
MIWH01000_fasta,0,0
DADRLJ010000_fasta,0,0
MIXG01000_fasta,0,0
DADRKJ010000_fasta,0,0
DADRJO010000_fasta,0,0
DADRJP010000_fasta,0,0
MIXJ01000_fasta,0,0
MIWE01000_fasta,0,0
DADRKC010000_fasta,0,0
DADRLC010000_fasta,0,0
